total desired batch size: 524288
=> calculated gradient accumulation steps: 4
found 99 shards for split train
found 1 shards for split val
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
validation loss: 10.9512
HellaSwag accuracy: 2492/10042=0.2482
step     0 | loss: 10.955029 | lr 2.5175e-06 | norm: 15.3465 | dt: 16596.36ms | tok/sec: 31590.53
step    65 | loss: 7.167840 | lr 1.6615e-04 | norm: 0.7522 | dt: 465.59ms | tok/sec: 1126079.79
step    66 | loss: 7.094762 | lr 1.6867e-04 | norm: 0.9631 | dt: 466.06ms | tok/sec: 1124932.86
step    67 | loss: 7.130969 | lr 1.7119e-04 | norm: 1.4887 | dt: 465.50ms | tok/sec: 1126279.35
step    68 | loss: 7.111982 | lr 1.7371e-04 | norm: 1.0291 | dt: 465.29ms | tok/sec: 1126809.72
step    69 | loss: 7.007449 | lr 1.7622e-04 | norm: 1.2141 | dt: 465.78ms | tok/sec: 1125603.11
step    70 | loss: 6.991241 | lr 1.7874e-04 | norm: 1.0602 | dt: 465.87ms | tok/sec: 1125396.88
step    71 | loss: 7.028413 | lr 1.8126e-04 | norm: 1.0331 | dt: 465.69ms | tok/sec: 1125823.24
step    72 | loss: 6.972162 | lr 1.8378e-04 | norm: 1.0360 | dt: 466.13ms | tok/sec: 1124756.22
step    73 | loss: 6.954224 | lr 1.8629e-04 | norm: 0.7521 | dt: 465.44ms | tok/sec: 1126432.81
step    74 | loss: 6.878495 | lr 1.8881e-04 | norm: 0.5591 | dt: 465.35ms | tok/sec: 1126646.34
step    75 | loss: 6.926159 | lr 1.9133e-04 | norm: 0.6648 | dt: 465.53ms | tok/sec: 1126206.67
step    76 | loss: 6.861329 | lr 1.9385e-04 | norm: 0.8471 | dt: 465.64ms | tok/sec: 1125959.86
step    77 | loss: 6.905935 | lr 1.9636e-04 | norm: 1.4498 | dt: 465.88ms | tok/sec: 1125366.36
step    78 | loss: 6.865057 | lr 1.9888e-04 | norm: 0.6201 | dt: 465.21ms | tok/sec: 1127002.60
step    79 | loss: 6.798605 | lr 2.0140e-04 | norm: 0.8966 | dt: 465.41ms | tok/sec: 1126504.94
step    80 | loss: 6.811423 | lr 2.0392e-04 | norm: 1.1081 | dt: 465.87ms | tok/sec: 1125402.06
step    81 | loss: 6.808178 | lr 2.0643e-04 | norm: 0.5933 | dt: 465.29ms | tok/sec: 1126788.93
step    82 | loss: 6.746721 | lr 2.0895e-04 | norm: 0.7980 | dt: 465.37ms | tok/sec: 1126601.32
step    83 | loss: 6.700813 | lr 2.1147e-04 | norm: 0.7334 | dt: 467.28ms | tok/sec: 1121990.71
step    84 | loss: 6.710399 | lr 2.1399e-04 | norm: 0.7766 | dt: 465.18ms | tok/sec: 1127072.50
step    85 | loss: 6.675514 | lr 2.1650e-04 | norm: 0.9863 | dt: 465.28ms | tok/sec: 1126820.11
step    86 | loss: 6.677400 | lr 2.1902e-04 | norm: 1.3732 | dt: 465.31ms | tok/sec: 1126754.87
step    87 | loss: 6.687346 | lr 2.2154e-04 | norm: 0.6734 | dt: 466.11ms | tok/sec: 1124822.38
step    88 | loss: 6.675679 | lr 2.2406e-04 | norm: 1.1916 | dt: 465.74ms | tok/sec: 1125714.32
step    89 | loss: 6.719963 | lr 2.2657e-04 | norm: 1.1447 | dt: 467.03ms | tok/sec: 1122611.03
step    90 | loss: 6.629035 | lr 2.2909e-04 | norm: 0.6363 | dt: 466.87ms | tok/sec: 1122984.82
step    91 | loss: 6.631117 | lr 2.3161e-04 | norm: 0.8178 | dt: 465.28ms | tok/sec: 1126816.65
step    92 | loss: 6.671071 | lr 2.3413e-04 | norm: 0.6538 | dt: 466.18ms | tok/sec: 1124648.07
step    93 | loss: 6.749243 | lr 2.3664e-04 | norm: 0.7598 | dt: 465.49ms | tok/sec: 1126304.15
step    94 | loss: 6.753973 | lr 2.3916e-04 | norm: 0.6686 | dt: 466.00ms | tok/sec: 1125087.68
step    95 | loss: 6.739838 | lr 2.4168e-04 | norm: 0.4426 | dt: 465.76ms | tok/sec: 1125671.10
step    96 | loss: 6.692420 | lr 2.4420e-04 | norm: 0.5268 | dt: 466.14ms | tok/sec: 1124752.19
step    97 | loss: 6.651437 | lr 2.4671e-04 | norm: 0.6401 | dt: 466.27ms | tok/sec: 1124420.92
step    98 | loss: 6.700443 | lr 2.4923e-04 | norm: 0.6841 | dt: 466.30ms | tok/sec: 1124357.68
step    99 | loss: 6.645614 | lr 2.5175e-04 | norm: 0.6073 | dt: 465.96ms | tok/sec: 1125186.70
step   100 | loss: 6.691506 | lr 2.5427e-04 | norm: 0.6538 | dt: 466.10ms | tok/sec: 1124829.86
step   101 | loss: 6.617655 | lr 2.5678e-04 | norm: 0.6384 | dt: 466.23ms | tok/sec: 1124523.27
step   102 | loss: 6.616771 | lr 2.5930e-04 | norm: 1.3737 | dt: 466.26ms | tok/sec: 1124443.35
step   103 | loss: 6.497680 | lr 2.6182e-04 | norm: 0.8654 | dt: 467.12ms | tok/sec: 1122374.39
step   104 | loss: 6.587598 | lr 2.6434e-04 | norm: 0.5343 | dt: 466.79ms | tok/sec: 1123168.36
step   105 | loss: 6.593222 | lr 2.6685e-04 | norm: 0.5599 | dt: 466.38ms | tok/sec: 1124169.73
step   106 | loss: 6.551773 | lr 2.6937e-04 | norm: 0.5872 | dt: 466.12ms | tok/sec: 1124786.71
step   107 | loss: 6.502958 | lr 2.7189e-04 | norm: 0.9681 | dt: 466.75ms | tok/sec: 1123265.89
step   108 | loss: 6.566752 | lr 2.7441e-04 | norm: 0.8861 | dt: 466.27ms | tok/sec: 1124418.62
step   109 | loss: 6.571135 | lr 2.7692e-04 | norm: 0.8044 | dt: 466.98ms | tok/sec: 1122719.93
step   110 | loss: 6.539603 | lr 2.7944e-04 | norm: 1.3290 | dt: 466.87ms | tok/sec: 1122989.41
step   111 | loss: 6.501240 | lr 2.8196e-04 | norm: 0.9069 | dt: 466.76ms | tok/sec: 1123237.78
step   112 | loss: 6.473548 | lr 2.8448e-04 | norm: 0.7874 | dt: 466.74ms | tok/sec: 1123285.98
step   113 | loss: 6.514615 | lr 2.8699e-04 | norm: 0.6320 | dt: 466.87ms | tok/sec: 1122981.38
step   114 | loss: 6.538222 | lr 2.8951e-04 | norm: 0.8076 | dt: 467.31ms | tok/sec: 1121927.74
step   115 | loss: 6.493380 | lr 2.9203e-04 | norm: 0.6077 | dt: 466.48ms | tok/sec: 1123927.84
step   116 | loss: 6.430570 | lr 2.9455e-04 | norm: 0.8150 | dt: 466.12ms | tok/sec: 1124780.96
step   117 | loss: 6.372959 | lr 2.9706e-04 | norm: 0.9633 | dt: 467.15ms | tok/sec: 1122302.79
step   118 | loss: 6.393665 | lr 2.9958e-04 | norm: 1.0007 | dt: 466.27ms | tok/sec: 1124437.60
step   119 | loss: 6.421546 | lr 3.0210e-04 | norm: 0.6226 | dt: 467.54ms | tok/sec: 1121378.51
step   120 | loss: 6.394593 | lr 3.0462e-04 | norm: 0.6972 | dt: 467.19ms | tok/sec: 1122210.01
step   121 | loss: 6.361780 | lr 3.0713e-04 | norm: 0.6797 | dt: 468.21ms | tok/sec: 1119778.50
step   122 | loss: 6.370108 | lr 3.0965e-04 | norm: 0.7432 | dt: 466.35ms | tok/sec: 1124243.29
step   123 | loss: 6.363664 | lr 3.1217e-04 | norm: 0.8199 | dt: 465.80ms | tok/sec: 1125561.05
step   124 | loss: 6.376181 | lr 3.1469e-04 | norm: 0.7670 | dt: 466.73ms | tok/sec: 1123326.72
step   125 | loss: 6.368559 | lr 3.1720e-04 | norm: 0.6386 | dt: 467.51ms | tok/sec: 1121451.14
step   126 | loss: 6.353305 | lr 3.1972e-04 | norm: 0.5851 | dt: 465.80ms | tok/sec: 1125570.27
step   127 | loss: 6.313329 | lr 3.2224e-04 | norm: 0.5756 | dt: 466.68ms | tok/sec: 1123440.35
step   128 | loss: 6.271683 | lr 3.2476e-04 | norm: 0.4265 | dt: 466.18ms | tok/sec: 1124656.70
step   129 | loss: 6.261246 | lr 3.2727e-04 | norm: 0.5566 | dt: 466.38ms | tok/sec: 1124173.18
step   130 | loss: 6.316455 | lr 3.2979e-04 | norm: 0.5738 | dt: 466.45ms | tok/sec: 1123995.05
step   131 | loss: 6.273474 | lr 3.3231e-04 | norm: 0.5384 | dt: 467.93ms | tok/sec: 1120447.18
step   132 | loss: 6.287006 | lr 3.3483e-04 | norm: 0.6563 | dt: 466.59ms | tok/sec: 1123657.91
step   133 | loss: 6.196440 | lr 3.3734e-04 | norm: 0.5794 | dt: 465.99ms | tok/sec: 1125110.71
step   134 | loss: 6.202189 | lr 3.3986e-04 | norm: 0.6524 | dt: 466.42ms | tok/sec: 1124058.82
step   135 | loss: 6.271829 | lr 3.4238e-04 | norm: 0.8166 | dt: 465.86ms | tok/sec: 1125419.92
step   136 | loss: 6.244413 | lr 3.4490e-04 | norm: 0.9173 | dt: 466.31ms | tok/sec: 1124343.89
step   137 | loss: 6.278222 | lr 3.4741e-04 | norm: 0.9313 | dt: 466.77ms | tok/sec: 1123230.89
step   138 | loss: 6.218303 | lr 3.4993e-04 | norm: 0.9366 | dt: 465.97ms | tok/sec: 1125148.70
step   139 | loss: 6.311835 | lr 3.5245e-04 | norm: 0.7621 | dt: 466.58ms | tok/sec: 1123687.77
step   140 | loss: 6.429175 | lr 3.5497e-04 | norm: 0.8036 | dt: 467.03ms | tok/sec: 1122600.72
step   141 | loss: 6.332057 | lr 3.5748e-04 | norm: 1.0743 | dt: 467.13ms | tok/sec: 1122366.37
step   142 | loss: 6.395377 | lr 3.6000e-04 | norm: 1.1881 | dt: 465.61ms | tok/sec: 1126018.67
step   143 | loss: 6.324073 | lr 3.6252e-04 | norm: 0.7905 | dt: 466.70ms | tok/sec: 1123387.54
step   144 | loss: 6.306076 | lr 3.6503e-04 | norm: 0.6560 | dt: 466.55ms | tok/sec: 1123766.44
step   145 | loss: 6.315630 | lr 3.6755e-04 | norm: 1.0349 | dt: 467.57ms | tok/sec: 1121307.03
step   146 | loss: 6.327530 | lr 3.7007e-04 | norm: 0.8042 | dt: 468.77ms | tok/sec: 1118434.99
step   147 | loss: 6.328001 | lr 3.7259e-04 | norm: 0.6860 | dt: 467.69ms | tok/sec: 1121024.65
step   148 | loss: 6.326697 | lr 3.7510e-04 | norm: 0.9121 | dt: 466.34ms | tok/sec: 1124264.56
step   149 | loss: 6.298575 | lr 3.7762e-04 | norm: 0.8263 | dt: 465.75ms | tok/sec: 1125674.56
step   150 | loss: 6.310333 | lr 3.8014e-04 | norm: 1.0135 | dt: 466.04ms | tok/sec: 1124978.90
step   151 | loss: 6.218909 | lr 3.8266e-04 | norm: 0.8647 | dt: 466.66ms | tok/sec: 1123489.71
step   152 | loss: 6.257681 | lr 3.8517e-04 | norm: 0.8821 | dt: 467.16ms | tok/sec: 1122287.33
step   153 | loss: 6.301103 | lr 3.8769e-04 | norm: 0.5736 | dt: 468.02ms | tok/sec: 1120230.29
step   154 | loss: 6.216624 | lr 3.9021e-04 | norm: 0.5699 | dt: 467.10ms | tok/sec: 1122433.40
step   155 | loss: 6.184659 | lr 3.9273e-04 | norm: 0.6061 | dt: 467.21ms | tok/sec: 1122172.21
step   156 | loss: 6.235069 | lr 3.9524e-04 | norm: 0.6207 | dt: 466.88ms | tok/sec: 1122964.17
step   157 | loss: 6.287337 | lr 3.9776e-04 | norm: 0.5505 | dt: 466.51ms | tok/sec: 1123853.74
step   158 | loss: 6.287810 | lr 4.0028e-04 | norm: 0.4660 | dt: 467.29ms | tok/sec: 1121982.70
step   159 | loss: 6.204983 | lr 4.0280e-04 | norm: 0.6066 | dt: 468.36ms | tok/sec: 1119405.71
step   160 | loss: 6.138860 | lr 4.0531e-04 | norm: 0.5139 | dt: 467.62ms | tok/sec: 1121190.98
step   161 | loss: 6.231320 | lr 4.0783e-04 | norm: 0.4564 | dt: 467.18ms | tok/sec: 1122233.49
step   162 | loss: 6.129520 | lr 4.1035e-04 | norm: 0.4168 | dt: 466.76ms | tok/sec: 1123252.70
step   163 | loss: 6.093445 | lr 4.1287e-04 | norm: 0.4466 | dt: 466.75ms | tok/sec: 1123271.06
step   164 | loss: 6.106899 | lr 4.1538e-04 | norm: 0.4638 | dt: 466.66ms | tok/sec: 1123495.45
step   165 | loss: 6.149453 | lr 4.1790e-04 | norm: 0.4857 | dt: 466.88ms | tok/sec: 1122957.87
step   166 | loss: 6.008049 | lr 4.2042e-04 | norm: 0.6502 | dt: 466.19ms | tok/sec: 1124611.84
step   167 | loss: 6.116799 | lr 4.2294e-04 | norm: 0.8450 | dt: 466.53ms | tok/sec: 1123802.05
step   168 | loss: 6.102466 | lr 4.2545e-04 | norm: 1.0765 | dt: 466.58ms | tok/sec: 1123694.66
step   169 | loss: 6.109024 | lr 4.2797e-04 | norm: 0.8173 | dt: 466.90ms | tok/sec: 1122915.43
step   170 | loss: 6.077801 | lr 4.3049e-04 | norm: 0.5622 | dt: 466.63ms | tok/sec: 1123562.61
step   171 | loss: 6.112980 | lr 4.3301e-04 | norm: 0.6808 | dt: 465.67ms | tok/sec: 1125882.61
step   172 | loss: 6.082915 | lr 4.3552e-04 | norm: 0.7839 | dt: 465.95ms | tok/sec: 1125206.28
step   173 | loss: 6.066762 | lr 4.3804e-04 | norm: 0.8509 | dt: 466.70ms | tok/sec: 1123402.47
step   174 | loss: 6.022779 | lr 4.4056e-04 | norm: 0.7846 | dt: 466.24ms | tok/sec: 1124503.72
step   175 | loss: 6.071634 | lr 4.4308e-04 | norm: 0.6291 | dt: 465.98ms | tok/sec: 1125140.07
step   176 | loss: 6.016287 | lr 4.4559e-04 | norm: 0.5319 | dt: 466.48ms | tok/sec: 1123918.07
step   177 | loss: 6.055984 | lr 4.4811e-04 | norm: 0.4845 | dt: 466.05ms | tok/sec: 1124950.12
step   178 | loss: 5.984763 | lr 4.5063e-04 | norm: 0.5210 | dt: 465.92ms | tok/sec: 1125265.01
step   179 | loss: 5.966889 | lr 4.5315e-04 | norm: 0.4706 | dt: 466.31ms | tok/sec: 1124325.49
step   180 | loss: 5.961866 | lr 4.5566e-04 | norm: 0.4936 | dt: 466.14ms | tok/sec: 1124748.16
step   181 | loss: 5.986423 | lr 4.5818e-04 | norm: 0.5224 | dt: 466.25ms | tok/sec: 1124479.57
step   182 | loss: 5.986439 | lr 4.6070e-04 | norm: 0.7381 | dt: 466.25ms | tok/sec: 1124484.75
step   183 | loss: 5.985416 | lr 4.6322e-04 | norm: 0.7394 | dt: 465.92ms | tok/sec: 1125277.67
step   184 | loss: 6.007421 | lr 4.6573e-04 | norm: 0.7051 | dt: 466.11ms | tok/sec: 1124808.57
step   185 | loss: 6.069448 | lr 4.6825e-04 | norm: 0.8265 | dt: 467.18ms | tok/sec: 1122243.80
step   186 | loss: 6.099592 | lr 4.7077e-04 | norm: 0.8253 | dt: 466.92ms | tok/sec: 1122867.27
step   187 | loss: 6.146979 | lr 4.7329e-04 | norm: 0.7698 | dt: 466.70ms | tok/sec: 1123405.34
step   188 | loss: 6.106387 | lr 4.7580e-04 | norm: 0.9683 | dt: 465.42ms | tok/sec: 1126480.13
step   189 | loss: 6.096189 | lr 4.7832e-04 | norm: 1.0556 | dt: 466.51ms | tok/sec: 1123840.53
step   190 | loss: 6.131368 | lr 4.8084e-04 | norm: 0.8732 | dt: 1165.88ms | tok/sec: 449694.05
step   191 | loss: 6.093748 | lr 4.8336e-04 | norm: 0.8270 | dt: 466.56ms | tok/sec: 1123735.43
step   192 | loss: 6.080763 | lr 4.8587e-04 | norm: 0.8475 | dt: 465.91ms | tok/sec: 1125299.56
step   193 | loss: 6.066535 | lr 4.8839e-04 | norm: 0.7336 | dt: 465.82ms | tok/sec: 1125514.96
step   194 | loss: 6.022783 | lr 4.9091e-04 | norm: 0.5866 | dt: 466.19ms | tok/sec: 1124632.54
step   195 | loss: 6.023943 | lr 4.9343e-04 | norm: 0.5641 | dt: 465.89ms | tok/sec: 1125350.81
step   196 | loss: 6.010907 | lr 4.9594e-04 | norm: 0.5327 | dt: 466.03ms | tok/sec: 1125006.53
step   197 | loss: 6.016061 | lr 4.9846e-04 | norm: 0.4694 | dt: 466.03ms | tok/sec: 1125009.40
step   198 | loss: 5.992009 | lr 5.0098e-04 | norm: 0.6145 | dt: 465.89ms | tok/sec: 1125355.41
step   199 | loss: 6.010900 | lr 5.0350e-04 | norm: 0.5971 | dt: 466.17ms | tok/sec: 1124676.26
step   200 | loss: 6.002620 | lr 5.0601e-04 | norm: 0.6378 | dt: 466.59ms | tok/sec: 1123650.45
step   201 | loss: 5.985178 | lr 5.0853e-04 | norm: 0.4713 | dt: 466.21ms | tok/sec: 1124582.51
step   202 | loss: 5.961662 | lr 5.1105e-04 | norm: 0.4369 | dt: 466.72ms | tok/sec: 1123345.08
step   203 | loss: 5.991524 | lr 5.1357e-04 | norm: 0.5436 | dt: 466.17ms | tok/sec: 1124675.11
step   204 | loss: 5.983549 | lr 5.1608e-04 | norm: 0.5030 | dt: 466.65ms | tok/sec: 1123514.96
step   205 | loss: 5.979001 | lr 5.1860e-04 | norm: 0.5912 | dt: 466.47ms | tok/sec: 1123956.56
step   206 | loss: 5.973275 | lr 5.2112e-04 | norm: 0.6495 | dt: 465.98ms | tok/sec: 1125122.80
step   207 | loss: 5.970275 | lr 5.2364e-04 | norm: 0.5773 | dt: 466.65ms | tok/sec: 1123514.96
step   208 | loss: 5.885297 | lr 5.2615e-04 | norm: 0.6495 | dt: 466.54ms | tok/sec: 1123770.46
step   209 | loss: 5.861784 | lr 5.2867e-04 | norm: 0.5411 | dt: 467.04ms | tok/sec: 1122566.91
step   210 | loss: 5.908110 | lr 5.3119e-04 | norm: 0.5697 | dt: 466.37ms | tok/sec: 1124188.12
step   211 | loss: 5.928447 | lr 5.3371e-04 | norm: 0.5249 | dt: 466.67ms | tok/sec: 1123476.51
step   212 | loss: 5.936275 | lr 5.3622e-04 | norm: 0.5072 | dt: 465.69ms | tok/sec: 1125823.82
step   213 | loss: 5.914521 | lr 5.3874e-04 | norm: 0.5073 | dt: 466.38ms | tok/sec: 1124171.45
step   214 | loss: 5.909902 | lr 5.4126e-04 | norm: 0.4959 | dt: 466.00ms | tok/sec: 1125079.05
step   215 | loss: 5.917306 | lr 5.4378e-04 | norm: 0.5798 | dt: 465.58ms | tok/sec: 1126104.01
step   216 | loss: 5.846957 | lr 5.4629e-04 | norm: 0.4820 | dt: 465.78ms | tok/sec: 1125623.27
step   217 | loss: 5.873825 | lr 5.4881e-04 | norm: 0.5360 | dt: 465.64ms | tok/sec: 1125953.52
step   218 | loss: 5.850951 | lr 5.5133e-04 | norm: 0.6472 | dt: 466.63ms | tok/sec: 1123564.33
step   219 | loss: 5.845234 | lr 5.5385e-04 | norm: 0.5681 | dt: 466.95ms | tok/sec: 1122784.71
step   220 | loss: 5.776990 | lr 5.5636e-04 | norm: 0.5813 | dt: 466.56ms | tok/sec: 1123731.99
step   221 | loss: 5.825748 | lr 5.5888e-04 | norm: 0.7157 | dt: 466.90ms | tok/sec: 1122911.42
step   222 | loss: 5.833676 | lr 5.6140e-04 | norm: 0.7433 | dt: 466.63ms | tok/sec: 1123551.13
step   223 | loss: 5.758674 | lr 5.6392e-04 | norm: 0.6620 | dt: 466.69ms | tok/sec: 1123422.55
step   224 | loss: 5.804062 | lr 5.6643e-04 | norm: 0.5316 | dt: 466.03ms | tok/sec: 1125014.58
step   225 | loss: 5.742439 | lr 5.6895e-04 | norm: 0.5759 | dt: 466.34ms | tok/sec: 1124257.09
step   226 | loss: 5.739930 | lr 5.7147e-04 | norm: 0.5893 | dt: 465.78ms | tok/sec: 1125620.39
